id,Country,iso3,State,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Status,Comment,Source
808,Ecuador,ECU,Ecuador,Azuay,2020-04-23,Healthcare and public health capacity,Increase isolation and quarantine facilities,Isolation centers,New isolation structure for non-severe cases,,"In Azuay, the Cuenca High Performance Training Center (CEAR) was set up to accommodate patients with COVID-19 who are in stable conditions. This space has 70 beds available; of these, 15 are occupied with infected persons who are under the supervision of the personnel of the Ministry of Public Health (MSP). This while the government managed the disinfection of the exteriors of the sports space, thinking about the safety and well-being of the personnel who work there.",https://www.comunicacion.gob.ec/en-diferentes-provincias-se-implementan-albergues-para-pacientes-que-deben-cumplir-con-aislamiento/
809,Ecuador,ECU,Ecuador,Azuay,2020-04-23,Environmental measures,Environmental cleaning and disinfection,Disinfect public and semi-public spaces,Sport areas,,"In Azuay, the Cuenca High Performance Training Center (CEAR) was set up to accommodate patients with COVID-19 who are in stable conditions. This space has 70 beds available; of these, 15 are occupied with infected persons who are under the supervision of the personnel of the Ministry of Public Health (MSP). This while the government managed the disinfection of the exteriors of the sports space, thinking about the safety and well-being of the personnel who work there.",https://www.comunicacion.gob.ec/en-diferentes-provincias-se-implementan-albergues-para-pacientes-que-deben-cumplir-con-aislamiento/
810,Ecuador,ECU,Ecuador,Babahoyo,2020-02-29,"Case identification, contact tracing and related measures",Quarantine,Contact persons,,,Quarantine for family of first confirmed case,https://www.expreso.ec/actualidad/cuarentena-familiares-aplica-sabado-6042.html
811,Ecuador,ECU,Ecuador,Bolivar,2020-04-17,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Recruitment of healthcare workers on the frontline,,"In Bolívar, 32 health professionals joined the Alfredo Noboa Montenegro General Hospital. The group is made up of doctors, nurses, clinical laboratories and physical rehabilitators. This hospital works as a healthcare center for COVID-19 cases and, additionally, maintains gynecology and neonatology services.",https://www.comunicacion.gob.ec/el-sistema-medico-en-las-provincias-se-refuerza-a-diario-para-enfrentar-al-covid-19/
812,Ecuador,ECU,Ecuador,Cañar,2020-04-22,Healthcare and public health capacity,Adapt procedures for patient management,Simplification of the health journey,First-level care at home for insured patients under five years of age and over 65,,"In Cañar, the Provincial Directorate of the Ecuadorian Social Security Institute (IESS) provides first-level care at home for insured patients under five years of age and over 65. To coordinate these visits, beneficiaries must contact the Azogues Day Hospital ( 072 247980 ext. 1074); as well as with the centers: Specialized Comprehensive Rehabilitation CRIE Azogues (073 702 240 ext. 775307); of Health Type B Cañar (072 599 900) and Type B of La Troncal (072 420682) or to line 140.",https://www.comunicacion.gob.ec/el-gobierno-transfiere-recursos-a-las-casas-de-salud-de-las-provincias-para-combatir-al-covid-19/
813,Ecuador,ECU,Ecuador,Chimborazo,2020-04-06,Resource allocation,The government provide assistance to vulnerable populations,The government provides food assistance,For vulnerable populations,,"The contributions of different public and private entities, as well as individuals have been delivered to the governorates, from where they are distributed to families in a state of vulnerability under the protocols established by the National Government, to prevent the spread of COVID-19. (...) In Chimborazo, in addition to food aid, both from the public and private sectors, the delivery of protective clothing for medical personnel of the Ministry of Health was managed, a contribution made by the citizens and also by self-management by the government.",https://www.comunicacion.gob.ec/gobernaciones-y-ciudadania-se-juntan-para-ayudar-a-las-familias-vulnerables/
814,Ecuador,ECU,Ecuador,Chimborazo,2020-04-06,Healthcare and public health capacity,Increase availability of PPE,PPE for healthcare professionals,Contribution of citizens and government,,"The contributions of different public and private entities, as well as individuals have been delivered to the governorates, from where they are distributed to families in a state of vulnerability under the protocols established by the National Government, to prevent the spread of COVID-19. (...) In Chimborazo, in addition to food aid, both from the public and private sectors, the delivery of protective clothing for medical personnel of the Ministry of Health was managed, a contribution made by the citizens and also by self-management by the government.",https://www.comunicacion.gob.ec/gobernaciones-y-ciudadania-se-juntan-para-ayudar-a-las-familias-vulnerables/
815,Ecuador,ECU,Ecuador,Chimborazo,2020-04-27,Healthcare and public health capacity,Enhance laboratory testing capacity,Increase testing capacity (number tests),Increase test availability,,"In Chimborazo, the Riobamba Autonomous Decentralized Government (GAD) donated 5,000 rapid tests for COVID-19 detection to the Ministry of Public Health, in order to carry out more tests on the population. This important delivery was made through the signing of an inter-institutional cooperation agreement, established by the provincial COE, on April 7.",https://www.comunicacion.gob.ec/el-gobierno-nacional-entrega-mas-recursos-para-fortalecer-el-sistema-de-salud-de-las-provincias/
816,Ecuador,ECU,Ecuador,Colta canton,2020-04-27,Healthcare and public health capacity,Increase availability of PPE,PPE for healthcare professionals,Donation,,"Additionally, the government delivered protective garments to doctors and staff of the Dr. Publio Escobar Basic Hospital of the Colta canton. This contribution was possible thanks to a donation from the Fernando Daquilema Savings and Credit Cooperative. ",https://www.comunicacion.gob.ec/el-gobierno-nacional-entrega-mas-recursos-para-fortalecer-el-sistema-de-salud-de-las-provincias/
817,Ecuador,ECU,Ecuador,Cotacachi,2020-04-06,Resource allocation,The government provide assistance to vulnerable populations,The government provides food assistance,For vulnerable populations,,"The contributions of different public and private entities, as well as individuals have been delivered to the governorates, from where they are distributed to families in a state of vulnerability under the protocols established by the National Government, to prevent the spread of COVID-19. (...) In Cotacachi, local authorities also donated food for the population of canton communities (...)",https://www.comunicacion.gob.ec/gobernaciones-y-ciudadania-se-juntan-para-ayudar-a-las-familias-vulnerables/
818,Ecuador,ECU,Ecuador,Cotopaxi province,2020-04-19,Healthcare and public health capacity,Increase availability of PPE,PPE for healthcare professionals,Frontline health workers,,"In the provinces, the National Government, through its institutions, continues with the delivery of medical supplies for the protection of health officials who fight, on the front line, at COVID-19. While the governments, together with the local authorities, manage more donations in order to distribute them to the different health houses in their localities. In Cotopaxi, the Ministry of Environment provided the government with more than 500 masks, 5,000 disposable gloves, 80 anti-fluid suits and 100 mono-goggles that were handed over to the doctors, nurses, and administrative and cleaning staff of the IESS Hospital in Latacunga (...)",https://www.comunicacion.gob.ec/el-gobierno-abastece-periodicamente-con-insumos-medicos-al-personal-de-salud-de-las-provincias/
819,Ecuador,ECU,Ecuador,Cotopaxi province,2020-04-19,Healthcare and public health capacity,Increase availability of PPE,Increase domestic production of PPE,Production by people deprived of liberty ,,"In Cotopaxi (...) In addition, donations of raw materials for the preparation of 20,000 masks and other health security implements were received from the private company. This work will be carried out by the sewing group of the Sierra Centro Sur Social Rehabilitation Center (Latacunga), which is made up of about 30 people deprived of liberty (PPL). The idea is that these products be distributed to the members of the National Police and the Armed Forces that control the streets and avenues of the province",https://www.comunicacion.gob.ec/el-gobierno-abastece-periodicamente-con-insumos-medicos-al-personal-de-salud-de-las-provincias/
820,Ecuador,ECU,Ecuador,Cuenca (City),2020-04-06,Environmental measures,Environmental cleaning and disinfection,Disinfect markets,Closure and disinfection due to presence of one case,,For the duration of one week: two because of Covid-19 cases of shop owners. one because of cleaning activities and desinfection,https://www.eluniverso.com/noticias/2020/04/05/nota/7806204/cierre-mercado-camal-cuenca-caso-positivo-covid-19
821,Ecuador,ECU,Ecuador,Ecuador,2020-01-26,"Case identification, contact tracing and related measures",Tracing and tracking,Contact tracing,,,The contacts the patient had during his trip have been followed up to prevent it from spreading,https://www.eluniverso.com/noticias/2020/01/26/nota/7710927/ecuador-se-estudia-caso-sospechoso-coronavirus-informo-msp
822,Ecuador,ECU,Ecuador,Ecuador,2020-01-28,"Case identification, contact tracing and related measures",Quarantine,Nationals coming from high-risk areas,Nationals who travelled to at risk areas,,"Additionally, nine young Ecuadorians studying academic programs in Wuhan - capital of Hubei province, where the virus would have originated - held a video conference with Minister Valencia and other authorities. The students are in good health and for their safety, they comply with the protocols given by the authorities of that country. This implies, that they cannot get out of there. ",https://www.comunicacion.gob.ec/ningun-ecuatoriano-en-china-ha-contraido-coronavirus/
823,Ecuador,ECU,Ecuador,Ecuador,2020-01-30,Resource allocation,Activate or establish emergency response,Risk management plan,Set up crisis unit (national),,technical unit from the Ministry of Public Health,https://www.salud.gob.ec/msp-activo-mesa-tecnica-ante-declaratoria-de-emergencia-internacional-por-coronavirus/
824,Ecuador,ECU,Ecuador,Ecuador,2020-02-19,Social distancing,Return operation of nationals,Return operation of nationals in Wuhan and/or Hubei,Special measure: Quarantine,,Evacuation of Ecuadorian students living in Wuhan,https://www.msn.com/es-xl/noticias/mundo/el-presidente-de-ecuador-confirma-la-evacuaci%C3%B3n-de-cinco-estudiantes-de-wuhan/ar-BB10awAS
825,Ecuador,ECU,Ecuador,Ecuador,2020-02-26,Healthcare and public health capacity,Repurpose hospitals,Some hospitals dedicated to covid19 patients,,,definition of certain hospitals/health care centers for exclusive attention of the coronavirus,https://www.comunicacion.gob.ec/ecuador-contara-con-un-hospital-para-atencion-exclusiva-del-coronavirus/
826,Ecuador,ECU,Ecuador,Ecuador,2020-02-26,"Case identification, contact tracing and related measures",Airport health check,Health screening at the airport,Medical assistance for people with respiratory symptoms,,,https://www.comunicacion.gob.ec/ecuador-contara-con-un-hospital-para-atencion-exclusiva-del-coronavirus/
827,Ecuador,ECU,Ecuador,Ecuador,2020-02-26,Risk communication,Educate and actively communicate with the public,Respiratory etiquette,Advice campaign for sneezing/coughing in the elbow,,,https://www.comunicacion.gob.ec/ecuador-contara-con-un-hospital-para-atencion-exclusiva-del-coronavirus/
828,Ecuador,ECU,Ecuador,Ecuador,2020-02-26,Risk communication,Educate and actively communicate with the public,Encourage hand hygiene,,,,https://www.comunicacion.gob.ec/ecuador-contara-con-un-hospital-para-atencion-exclusiva-del-coronavirus/
829,Ecuador,ECU,Ecuador,Ecuador,2020-02-26,"Case identification, contact tracing and related measures",Airport health check,Specific health channel for travellers,Symptomatic air passengers with a travel history to Wuhan,,"Currently, every traveler who enters the country and who presents any symptom of respiratory affection, is reviewed by the doctors who are in the different terminals. Now, at the immigration control points, the countries that the passengers have previously visited will be investigated in depth. Thus, those who come from these nations will be attended by doctors from the Ministry of Health, regardless of whether or not they have any symptoms.",https://www.comunicacion.gob.ec/ecuador-contara-con-un-hospital-para-atencion-exclusiva-del-coronavirus/
830,Ecuador,ECU,Ecuador,Ecuador,2020-02-29,Risk communication,Educate and actively communicate with the public,Information campaign,"Airport, railway station / TV , poster, flyers, radio, social media",,"The National Government calls on citizens to assume joint responsibility for this health situation, applying preventive measures to reduce the risk of contagion",https://www.comunicacion.gob.ec/se-registra-el-primer-caso-de-coronavirus-en-ecuador/
831,Ecuador,ECU,Ecuador,Ecuador,2020-02-29,Risk communication,Educate and actively communicate with the public,Answer to questions,Telephone hotline covid-19,,,https://www.youtube.com/watch?v=LachmZ2U24Q
832,Ecuador,ECU,Ecuador,Ecuador,2020-02-29,Risk communication,Educate and actively communicate with the public,Answer to questions,Online service covid-19,,website (in case of overstrain of telephone hotline),https://www.youtube.com/watch?v=LachmZ2U24Q
833,Ecuador,ECU,Ecuador,Ecuador,2020-03-12,Resource allocation,Activate or establish emergency response,Risk management plan,Emergency plan,,Declare health emergency,https://www.metroecuador.com.ec/ec/noticias/2020/03/13/emergencia-sanitaria-por-coronavirus-en-ecuador-tendra-una-duracion-de-60-dias-y-podria-extenderse.html
834,Ecuador,ECU,Ecuador,Ecuador,2020-03-12,Risk communication,Educate and actively communicate with the public,Promote social distancing measures,Promote the 2m distance,,,https://www.eluniverso.com/noticias/2020/03/12/nota/7778376/coronavirus-ecuador-viaje-restriccion-vuelos-pasajeros-aeropuertos
835,Ecuador,ECU,Ecuador,Ecuador,2020-03-12,Healthcare and public health capacity,Increase availability of PPE,Prohibition of export of protective personal equipment,,,,https://www.metroecuador.com.ec/ec/noticias/2020/03/13/emergencia-sanitaria-por-coronavirus-en-ecuador-tendra-una-duracion-de-60-dias-y-podria-extenderse.html
836,Ecuador,ECU,Ecuador,Ecuador,2020-03-12,Social distancing,Mass gathering cancellation,Limit up to 1000 persons,,,,https://www.eluniverso.com/noticias/2020/03/12/nota/7778376/coronavirus-ecuador-viaje-restriccion-vuelos-pasajeros-aeropuertos
837,Ecuador,ECU,Ecuador,Ecuador,2020-03-12,Social distancing,Mass gathering cancellation,Limit up to 250 persons,,,,https://www.eluniverso.com/noticias/2020/03/12/nota/7778376/coronavirus-ecuador-viaje-restriccion-vuelos-pasajeros-aeropuertos
838,Ecuador,ECU,Ecuador,Ecuador,2020-03-12,Social distancing,Mass gathering cancellation,Sport events,,,Football games without spectators,
839,Ecuador,ECU,Ecuador,Ecuador,2020-03-12,"Case identification, contact tracing and related measures",Quarantine,Incomings from high-risk areas,,,"Obligatory for those who came from risk areas, recommended to all travellers, in the following days the list of risk areas is being ",https://www.eluniverso.com/noticias/2020/03/12/nota/7778376/coronavirus-ecuador-viaje-restriccion-vuelos-pasajeros-aeropuertos
840,Ecuador,ECU,Ecuador,Ecuador,2020-03-13,Social distancing,Closure of educational institutions,Complete closure of primary and secondary schools,,,,https://www.eluniverso.com/noticias/2020/03/12/nota/7778478/coronavirus-suspension-clases-ministerio-educacion
841,Ecuador,ECU,Ecuador,Ecuador,2020-03-14,Travel restriction,Border restriction,Land borders closed,,,"Ecuadorian (land) border crossings are being closed. Only three crossings in the south and the north will be open, with restrictions.",https://www.eluniverso.com/noticias/2020/03/12/nota/7778376/coronavirus-ecuador-viaje-restriccion-vuelos-pasajeros-aeropuertos
842,Ecuador,ECU,Ecuador,Ecuador,2020-03-14,Social distancing,Closure of educational institutions,Complete closure of universities,,,,https://www.eluniverso.com/noticias/2020/03/12/nota/7778493/senescyt-suspende-actividades-universitarias-nivel-nacional-espol
843,Ecuador,ECU,Ecuador,Ecuador,2020-03-14,Resource allocation,Police and army interventions,To support law enforcement/sanction in case of no compliance,"In case test, isolation or treatment of patient is compromised",,"Any person who denies, limits or obstructs this service will be punished in accordance with the provisions of the Comprehensive Organic Penal Code (COIP)",https://www.comunicacion.gob.ec/el-coe-limita-el-ingreso-al-pais-y-restringe-actividades-publicas-para-evitar-propagacion-del-covid-19/
844,Ecuador,ECU,Ecuador,Ecuador,2020-03-14,Healthcare and public health capacity,Enhance laboratory testing capacity,Increase laboratory facilities,More laboratory dedicated,,instal/open more places that can do the exams,https://www.comunicacion.gob.ec/el-coe-limita-el-ingreso-al-pais-y-restringe-actividades-publicas-para-evitar-propagacion-del-covid-19/
845,Ecuador,ECU,Ecuador,Ecuador,2020-03-14,Environmental measures,Environmental cleaning and disinfection,Disinfect public transports,,,public transport has to be desinfected every 3hs,https://www.comunicacion.gob.ec/el-coe-limita-el-ingreso-al-pais-y-restringe-actividades-publicas-para-evitar-propagacion-del-covid-19/
846,Ecuador,ECU,Ecuador,Ecuador,2020-03-14,Social distancing,Small gathering cancellation,Limit up to 30 persons,,,,https://www.eluniverso.com/noticias/2020/03/12/nota/7778376/coronavirus-ecuador-viaje-restriccion-vuelos-pasajeros-aeropuertos
847,Ecuador,ECU,Ecuador,Ecuador,2020-03-14,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities,Close long-term care facilities for visitors,,Prohibition of visits to homes/centers for senior citizens,https://www.comunicacion.gob.ec/el-coe-limita-el-ingreso-al-pais-y-restringe-actividades-publicas-para-evitar-propagacion-del-covid-19/
848,Ecuador,ECU,Ecuador,Ecuador,2020-03-14,Healthcare and public health capacity,Personal protective measures,Prevent contamination by body fluids,Compulsory cremation,,,https://www.comunicacion.gob.ec/el-coe-limita-el-ingreso-al-pais-y-restringe-actividades-publicas-para-evitar-propagacion-del-covid-19/
849,Ecuador,ECU,Ecuador,Ecuador,2020-03-15,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,Partial or total deferral of tax payments for businesses,,"first, tax payments for the months of April, May and June will be deferred for six months to support the tourism sector, export chains and small taxpayers/ more measures in the following days",https://www.comunicacion.gob.ec/el-presidente-moreno-anuncia-restricciones-de-movilidad-interna-para-evitar-contagios-del-covid-19/
850,Ecuador,ECU,Ecuador,Ecuador,2020-03-15,Risk communication,Educate and actively communicate with the public,Encourage stay at home,,,"The government asks citizens to stay home to avoid getting infected. It asks for responsibility because ""we are not on vacation, but facing a pandemic"".",https://www.eluniverso.com/noticias/2020/03/12/nota/7778376/coronavirus-ecuador-viaje-restriccion-vuelos-pasajeros-aeropuertos
851,Ecuador,ECU,Ecuador,Ecuador,2020-03-15,Social distancing,Mass gathering cancellation,Places of worship,,,,https://www.eluniverso.com/noticias/2020/03/12/nota/7778376/coronavirus-ecuador-viaje-restriccion-vuelos-pasajeros-aeropuertos
852,Ecuador,ECU,Ecuador,Ecuador,2020-03-16,Resource allocation,Activate or establish emergency response,Declare state of emergency,,,,https://www.telesurtv.net/news/ecuador-declara-estado-excepcion-coronavirus-20200317-0008.html
853,Ecuador,ECU,Ecuador,Ecuador,2020-03-16,Travel restriction,Border restriction,Entry ban to non-citizens,,,"Government to close all borders to foreigners without residence in Ecuador from March 15, and to Ecuadorean nationals from March 16 due to COVID-19",https://www.garda.com/crisis24/news-alerts/322931/ecuador-government-to-close-all-borders-due-to-covid-19-march-15-16-update-1
854,Ecuador,ECU,Ecuador,Ecuador,2020-03-16,Risk communication,Educate and actively communicate with the public,Promote workplace safety measures,Recommendation for home office,,,
855,Ecuador,ECU,Ecuador,Ecuador,2020-03-16,Travel restriction,Individual movement restrictions,Movements for non-essential activities forbidden,,,"leaving the house only permitted for work, to medical appointments, to pharmacies, to supermarkets or to care for older adults",https://www.eluniverso.com/noticias/2020/03/12/nota/7778376/coronavirus-ecuador-viaje-restriccion-vuelos-pasajeros-aeropuertos
856,Ecuador,ECU,Ecuador,Ecuador,2020-03-16,"Case identification, contact tracing and related measures",Surveillance,Syndromic surveillance,Health screening of the population via phone call or app,,The Ministry of Telecommunications will launch an application for citizens to register and monitor their state of health,https://www.comunicacion.gob.ec/el-coe-limita-el-ingreso-al-pais-y-restringe-actividades-publicas-para-evitar-propagacion-del-covid-19/
857,Ecuador,ECU,Ecuador,Ecuador,2020-03-17,Travel restriction,Individual movement restrictions,Segmentation of the population,For the use of cars,,"on Mondays, Wednesdays, Fridays and Sundays, no cars with plates ending in even numbers and zero will be allowed to circulate, while on Tuesdays, Thursdays and Saturdays, the same will be done with those ending in odd numbers",https://www.telesurtv.net/news/ecuador-declara-estado-excepcion-coronavirus-20200317-0008.html
858,Ecuador,ECU,Ecuador,Ecuador,2020-03-17,Resource allocation,Measures to ensure security of supply,Fixing price for necessity goods,Basic necessities and household gas,,Monitoring operations are carried out to avoid speculation in the sale,https://www.comunicacion.gob.ec/el-gobierno-establecera-tarifario-para-laboratorios-que-efectuen-la-prueba-de-coronavirus/
859,Ecuador,ECU,Ecuador,Ecuador,2020-03-17,Social distancing,Small gathering cancellation,Closure of non-essential shops,,,"Essential shops = convenience stores, pharmaceutical, orthopedic, pet and telecommunication",https://www.eluniverso.com/noticias/2020/03/12/nota/7778376/coronavirus-ecuador-viaje-restriccion-vuelos-pasajeros-aeropuertos
860,Ecuador,ECU,Ecuador,Ecuador,2020-03-17,Social distancing,Mass gathering cancellation,Closure of non-essential working places,,,,https://www.eluniverso.com/noticias/2020/03/12/nota/7778376/coronavirus-ecuador-viaje-restriccion-vuelos-pasajeros-aeropuertos
861,Ecuador,ECU,Ecuador,Ecuador,2020-03-17,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,,,Only delivery,https://www.eluniverso.com/noticias/2020/03/12/nota/7778376/coronavirus-ecuador-viaje-restriccion-vuelos-pasajeros-aeropuertos
862,Ecuador,ECU,Ecuador,Ecuador,2020-03-17,Social distancing,Mass gathering cancellation,Closure of non-essential working places,Closure of public services,,"Closure of public services, with the exception of health, safety, hazard and other services considered essential, in addition to the food and basic services industries",https://www.telesurtv.net/news/ecuador-declara-estado-excepcion-coronavirus-20200317-0008.html
863,Ecuador,ECU,Ecuador,Ecuador,2020-03-18,Travel restriction,Airport restriction,Cancellation of domestic flights,,,,https://www.telesurtv.net/news/ecuador-declara-estado-excepcion-coronavirus-20200317-0008.html
864,Ecuador,ECU,Ecuador,Ecuador,2020-03-18,Travel restriction,Public transport restriction,Public transport ban,Interprovincial,,,https://www.telesurtv.net/news/ecuador-declara-estado-excepcion-coronavirus-20200317-0008.html
865,Ecuador,ECU,Ecuador,Ecuador,2020-03-19,Travel restriction,Individual movement restrictions,Curfew,,,national (different timetables),https://www.eluniverso.com/noticias/2020/03/12/nota/7778376/coronavirus-ecuador-viaje-restriccion-vuelos-pasajeros-aeropuertos
866,Ecuador,ECU,Ecuador,Ecuador,2020-03-23,Resource allocation,Police and army interventions,To support law enforcement/sanction in case of no compliance,,,Military control in that area (possible due to National Security Zone),https://www.eluniverso.com/noticias/2020/03/12/nota/7778376/coronavirus-ecuador-viaje-restriccion-vuelos-pasajeros-aeropuertos
867,Ecuador,ECU,Ecuador,Ecuador,2020-04-05,Healthcare and public health capacity,Increase availability of PPE,PPE for healthcare professionals,Donation,," The Vice Minister of Comprehensive Care of the Ministry of Public Health (MSP), Ernesto Carrasco, reported on April 5 that the National Government continues to strengthen protection measures for personnel working in the health sector. And he stressed that the care system does not collapse, since it is dynamic and it works in coordination between the public and private network to provide the assistance that the country requires. The authority appreciated the donation of implements by the Pan American Health Organization (PAHO) and reported that 10,000 gloves and 5,000 surgical suits will be delivered to all hospitals in the public network. In addition, it indicated that 1,100 kimono suits arrived to be distributed in the entities for COVID-19. Although there is a daily demand for protection implements -some of these are not reusable-, she stressed that biosa<2FEMININE> tools are being renewed so that, every day, staff have what it takes to carry out their work.",https://www.comunicacion.gob.ec/el-gobierno-nacional-fortalece-las-medidas-para-proteger-al-personal-de-salud/
868,Ecuador,ECU,Ecuador,Ecuador,2020-04-06,Healthcare and public health capacity,Personal protective measures,Mandatory use of masks,In public and semi-public spaces,,Mandatory use of masks to circulate in public spaces.,https://www.elcomercio.com/actualidad/mascarilla-obligatoria-espacios-publicos-covid19.html
869,Ecuador,ECU,Ecuador,Ecuador,2020-04-06,Healthcare and public health capacity,Enhance laboratory testing capacity,Increase testing capacity (number tests),Increase test availability,,"This Monday, April 6, the Vice Minister of Governance and Surveillance of the Ministry of Public Health (MSP), Julio López, reiterated that PCR diagnostic tests that determine whether or not a person is infected with COVID-19 are being carried out normally, throughout the national territory. In this regard, he announced that during the week rapid tests will be distributed in all provinces. These will contribute to an early diagnosis of the disease",https://www.comunicacion.gob.ec/las-pruebas-rapidas-para-covid-19-estaran-disponibles-en-todo-el-pais-desde-esta-semana/
870,Ecuador,ECU,Ecuador,Ecuador,2020-04-07,Travel restriction,Individual movement restrictions,Movements for non-essential activities forbidden,Saturday and Sunday,,Saturday and Sunday any circulation in car is forbidden (except emergency cases and key workers),https://www.facebook.com/PresidenciaEC/photos/pcb.1415374215317647/1415374165317652/?type=3&theater
871,Ecuador,ECU,Ecuador,Ecuador,2020-04-07,Healthcare and public health capacity,Enhance laboratory testing capacity,Increase laboratory facilities,Extend testing capacities to universities,,"This Tuesday, April 7, the Vice Minister of Governance and Surveillance of the Ministry of Public Health (MSP), Julio López, reported that, in the framework of the expansion of the diagnostic capacity for the detection of COVID-19 that is carried out in the country, several higher education institutions will join. “ We have two qualified universities and others are being considered in order to incorporate them. They are: the San Francisco de Quito and the Catholic (of Quito), ”he said. He reiterated that in addition to this, the National Institute for Public Health Research (Inspi) incorporated a molecular testing sequencer to increase daily service. Likewise, the laboratories of public specialty hospitals are operating and cooperation agreements have been coordinated with private laboratories, which are already carrying out the tests.",https://www.comunicacion.gob.ec/universidades-del-pais-realizaran-diagnosticos-del-covid-19/
872,Ecuador,ECU,Ecuador,Ecuador,2020-04-07,Resource allocation,Measures to ensure security of supply,Fixing price for necessity goods,Food,,The work of the National Government in the provinces is standing firm to contain the spread of the COVID-19 virus. Governments and farmers in different areas of the country work to establish and implement various mechanisms that ensure food supplies and that allow the population to access products at fair prices.,https://www.comunicacion.gob.ec/gobernaciones-y-agricultores-trabajan-de-la-mano-para-garantizar-abastecimiento-y-buenos-precios/
873,Ecuador,ECU,Ecuador,Ecuador,2020-04-13,Returning to normal life,Educate and actively communicate with the public,Provide information on the restrictions,Traffic light tool,,"Implementation of a ""regional traffic light"" on the restrictions imposed by COVID-19 in order to gradually reactivate the economy and consolidate a monitoring system for those infected by geolocation (starts with red for the whole country)",https://www.efe.com/efe/america/sociedad/ecuador-inicia-en-rojo-su-semaforo-de-flexibilizacion-frente-a-la-covid-19/20000013-4220315
874,Ecuador,ECU,Ecuador,Ecuador,2020-04-14,Healthcare and public health capacity,Increase availability of PPE,Prohibition of export of protective personal equipment,24 products,,There is an export restriction on 24 products that are necessary for the protection and care of health facilities and personnel.,https://www.facebook.com/PresidenciaEC/photos/a.342175392637540/1417468101774925/?type=3&theater
875,Ecuador,ECU,Ecuador,Ecuador,2020-04-14,Healthcare and public health capacity,Increase in medical supplies and equipment,Ban on exportation of medical equipment and drugs,,,There is an export restriction on 24 products that are necessary for the protection and care of health facilities and personnel.,https://www.facebook.com/PresidenciaEC/photos/a.342175392637540/1417468101774925/?type=3&theater
876,Ecuador,ECU,Ecuador,Ecuador,2020-04-14,Healthcare and public health capacity,Increase in medical supplies and equipment,Facilitate import,Suppression tariff on import,,temporarily eliminated the tariff for the import of health equipment,https://www.facebook.com/PresidenciaEC/photos/a.342175392637540/1417515661770169/?type=3&theater
877,Ecuador,ECU,Ecuador,Ecuador,2020-04-16,Social distancing,Special measures for certain establishments,Decongestion of administrative institutions,,,"The Government Minister, María Paula Romo, informed the public of several resolutions adopted this April 16 by the National Committee for Emergency Operations (COE). Among them, the opening of 4,000 additional points of non-financial correspondents was authorized to collect the Family Protection Bond throughout the country. Thus, from today, the beneficiaries will be able to withdraw it in the places that provide the service of Mi Vecino (Banco Pichincha) and Banco del Barrio (Banco de Guayaquil). This measure seeks to prevent crowds and encourages people to withdraw money in the places closest to their sectors of residence. Likewise, he announced that the retirement payments of the Ecuadorian Social Security Institute (IESS) will be through a scheduling mechanism to avoid the massive influx of people in financial institutions. In this context, he recalled that the certificates that expired until March 16 - the start date of the State of Exception - will be valid for three more months, so that there is no impediment in the collection of the different assistances. And in the case of loss of the document, the procedure can be carried out by presenting the identity and civil status certificate, obtained on the Civil Registry website.",https://www.comunicacion.gob.ec/el-bono-de-proteccion-familiar-sera-cobrado-en-4-000-nuevos-puntos/
878,Ecuador,ECU,Ecuador,Ecuador,2020-04-19,Resource allocation,The government provide assistance to vulnerable populations,The government provides food assistance,For vulnerable populations,,"Parallel to this work, the governorates and the Decentralized Autonomous Governments (GAD) continue with the delivery of aid to families with a high degree of vulnerability. For example, the Sucumbíos Prefecture and the Provincial COE delivered 700 food kits in the parishes of Jambelí, Seville, Santa Cecilia, Rosa Florida, El Eno and Nueva Troncal. While in Santa Elena, 140 kits were delivered to beneficiaries of the Rio Verde and El Azúcar districts.",https://www.comunicacion.gob.ec/el-gobierno-abastece-periodicamente-con-insumos-medicos-al-personal-de-salud-de-las-provincias/
879,Ecuador,ECU,Ecuador,Ecuador,2020-04-20,Returning to normal life,Lift restriction on mass gatherings,Re-opening of workplaces,Resume production and market of office supplies and stationery (home delivery only),,"However, starting Monday, April 20, companies that produce or market office supplies and stationery will operate, since there is a wide need for these supplies. This service will be provided at home, under the same regime that applies to restaurants. That is: under orders by phone or through mobile applications, with electronic invoicing and product delivery in compliance with strict sanitary regulations.",https://www.comunicacion.gob.ec/la-suspension-de-actividades-publicas-y-privadas-se-mantienen-durante-la-proxima-semana/
880,Ecuador,ECU,Ecuador,Ecuador,2020-04-20,Returning to normal life,Lift restriction on mass gatherings,Re-opening of workplaces,Resume construction work,,"However, starting Monday, April 20, (...) also, according to the official announced, the workers of certain projects in the construction sector will resume work, under the respective security protocols. They will work in shifts and with constant monitoring of their health to detect early any possible condition or spread of COVID-9. The reactivation of this sector will serve for the authorities to evaluate a possible opening for other productive activities. ""It does not mean that everyone in the sector can resume their activities, "" said Romo.",https://www.comunicacion.gob.ec/la-suspension-de-actividades-publicas-y-privadas-se-mantienen-durante-la-proxima-semana/
